Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2021-22,RS,Jan,2,2022-01-12,Cleveland Cavaliers,Utah Jazz,Away,W,Salt Lake City,530,Sacramento - Salt Lake City,1,America/Denver,1,~57.82 minutes,East,,40.78,-111.93,38.57,-121.47
2021-22,RS,Jan,2,2022-01-14,Cleveland Cavaliers,San Antonio Spurs,Away,W,San Antonio,1087,Salt Lake City - San Antonio,1,America/Chicago,1,~1.98 hours,East,,29.46,-98.51,40.78,-111.93
2021-22,RS,Jan,3,2022-01-15,Cleveland Cavaliers,Oklahoma City Thunder,Away,W,Oklahoma City,420,San Antonio - Oklahoma City,0,America/Chicago,0,~55 minutes,-,,35.47,-97.51,29.46,-98.51
2021-22,RS,Jan,3,2022-01-17,Cleveland Cavaliers,Brooklyn Nets,Home,W,Cleveland,950,Oklahoma City - Cleveland,1,America/New_York,1,~1.73 hours,East,,41.48,-81.68,35.47,-97.51
2021-22,RS,Jan,3,2022-01-19,Cleveland Cavaliers,Chicago Bulls,Away,L,Chicago,311,Cleveland - Chicago,1,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,41.48,-81.68
2021-22,RS,Jan,4,2022-01-22,Cleveland Cavaliers,Oklahoma City Thunder,Home,W,Cleveland,311,Chicago - Cleveland,2,America/New_York,1,~55 minutes,East,,41.48,-81.68,41.84,-87.68
2021-22,RS,Jan,4,2022-01-24,Cleveland Cavaliers,New York Knicks,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Jan,4,2022-01-26,Cleveland Cavaliers,Milwaukee Bucks,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Jan,5,2022-01-30,Cleveland Cavaliers,Detroit Pistons,Away,L,Detroit,96,Cleveland - Detroit,3,America/Detroit,0,~55 minutes,-,,42.38,-83.1,41.48,-81.68
2021-22,RS,Jan,5,2022-01-31,Cleveland Cavaliers,New Orleans Pelicans,Home,W,Cleveland,96,Detroit - Cleveland,0,America/New_York,0,~55 minutes,-,,41.48,-81.68,42.38,-83.1
2021-22,RS,Feb,5,2022-02-02,Cleveland Cavaliers,Houston Rockets,Away,L,Houston,1115,Cleveland - Houston,1,America/Chicago,-1,~2.03 hours,West,,29.77,-95.39,41.48,-81.68
2021-22,RS,Feb,5,2022-02-04,Cleveland Cavaliers,Charlotte Hornets,Away,W,Charlotte,927,Houston - Charlotte,1,America/New_York,1,~1.69 hours,East,,35.2,-80.83,29.77,-95.39
2021-22,RS,Feb,6,2022-02-06,Cleveland Cavaliers,Indiana Pacers,Home,W,Cleveland,437,Charlotte - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,35.2,-80.83
2021-22,RS,Feb,6,2022-02-09,Cleveland Cavaliers,San Antonio Spurs,Home,W,Cleveland,0,No Travel,2,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Feb,6,2022-02-11,Cleveland Cavaliers,Indiana Pacers,Away,W,Indianapolis,262,Cleveland - Indianapolis,1,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,41.48,-81.68
2021-22,RS,Feb,7,2022-02-12,Cleveland Cavaliers,Philadelphia 76ers,Away,L,Philadelphia,584,Indianapolis - Philadelphia,0,America/New_York,0,~1.06 hours,-,,40.01,-75.13,39.78,-86.15
2021-22,RS,Feb,7,2022-02-15,Cleveland Cavaliers,Atlanta Hawks,Away,L,Atlanta,671,Philadelphia - Atlanta,2,America/New_York,0,~1.22 hours,-,,33.76,-84.42,40.01,-75.13
2021-22,RS,Feb,8,2022-02-24,Cleveland Cavaliers,Detroit Pistons,Away,L,Detroit,600,Atlanta - Detroit,8,America/Detroit,0,~1.09 hours,-,,42.38,-83.1,33.76,-84.42
2021-22,RS,Feb,9,2022-02-26,Cleveland Cavaliers,Washington Wizards,Home,W,Cleveland,96,Detroit - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,42.38,-83.1
2021-22,RS,Feb,9,2022-02-28,Cleveland Cavaliers,Minnesota Timberwolves,Home,L,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Mar,9,2022-03-02,Cleveland Cavaliers,Charlotte Hornets,Home,L,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Mar,9,2022-03-04,Cleveland Cavaliers,Philadelphia 76ers,Away,L,Philadelphia,358,Cleveland - Philadelphia,1,America/New_York,0,~55 minutes,-,,40.01,-75.13,41.48,-81.68
2021-22,RS,Mar,10,2022-03-06,Cleveland Cavaliers,Toronto Raptors,Home,W,Cleveland,358,Philadelphia - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,40.01,-75.13
2021-22,RS,Mar,10,2022-03-08,Cleveland Cavaliers,Indiana Pacers,Away,W,Indianapolis,262,Cleveland - Indianapolis,1,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,41.48,-81.68
2021-22,RS,Mar,10,2022-03-11,Cleveland Cavaliers,Miami Heat,Away,L,Miami,1027,Indianapolis - Miami,2,America/New_York,0,~1.87 hours,-,,25.78,-80.21,39.78,-86.15
2021-22,RS,Mar,11,2022-03-12,Cleveland Cavaliers,Chicago Bulls,Away,L,Chicago,1189,Miami - Chicago,0,America/Chicago,-1,~2.16 hours,West,,41.84,-87.68,25.78,-80.21
2021-22,RS,Mar,11,2022-03-14,Cleveland Cavaliers,Los Angeles Clippers,Home,W,Cleveland,311,Chicago - Cleveland,1,America/New_York,1,~55 minutes,East,,41.48,-81.68,41.84,-87.68
2021-22,RS,Mar,11,2022-03-16,Cleveland Cavaliers,Philadelphia 76ers,Home,L,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Mar,11,2022-03-18,Cleveland Cavaliers,Denver Nuggets,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Mar,12,2022-03-19,Cleveland Cavaliers,Detroit Pistons,Home,W,Cleveland,0,No Travel,0,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Mar,12,2022-03-21,Cleveland Cavaliers,Los Angeles Lakers,Home,L,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Mar,12,2022-03-24,Cleveland Cavaliers,Toronto Raptors,Away,L,Toronto,190,Cleveland - Toronto,2,America/Toronto,0,~55 minutes,-,,43.65,-79.38,41.48,-81.68
2021-22,RS,Mar,13,2022-03-26,Cleveland Cavaliers,Chicago Bulls,Home,L,Cleveland,190,Toronto - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,43.65,-79.38
2021-22,RS,Mar,13,2022-03-28,Cleveland Cavaliers,Orlando Magic,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Mar,13,2022-03-30,Cleveland Cavaliers,Dallas Mavericks,Home,L,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2021-22,RS,Mar,13,2022-03-31,Cleveland Cavaliers,Atlanta Hawks,Away,L,Atlanta,554,Cleveland - Atlanta,0,America/New_York,0,~1.01 hours,-,,33.76,-84.42,41.48,-81.68
2021-22,RS,Apr,14,2022-04-02,Cleveland Cavaliers,New York Knicks,Away,W,New York,748,Atlanta - New York,1,America/New_York,0,~1.36 hours,-,,40.67,-73.94,33.76,-84.42
2021-22,RS,Apr,14,2022-04-03,Cleveland Cavaliers,Philadelphia 76ers,Home,L,Cleveland,407,New York - Cleveland,0,America/New_York,0,~55 minutes,-,,41.48,-81.68,40.67,-73.94
2021-22,RS,Apr,14,2022-04-05,Cleveland Cavaliers,Orlando Magic,Away,L,Orlando,897,Cleveland - Orlando,1,America/New_York,0,~1.63 hours,-,,28.5,-81.37,41.48,-81.68
2021-22,RS,Apr,14,2022-04-08,Cleveland Cavaliers,Brooklyn Nets,Away,L,New York,941,Orlando - New York,2,America/New_York,0,~1.71 hours,-,,40.67,-73.94,28.5,-81.37
2021-22,RS,Apr,15,2022-04-10,Cleveland Cavaliers,Milwaukee Bucks,Home,W,Cleveland,407,New York - NA,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,40.67,-73.94
2021-22,RS,Oct,42,2021-10-21,Dallas Mavericks,Atlanta Hawks,Away,L,Atlanta,716,Dallas - Atlanta,15,America/New_York,1,~1.3 hours,East,,33.76,-84.42,32.79,-96.77
2021-22,RS,Oct,43,2021-10-23,Dallas Mavericks,Toronto Raptors,Away,W,Toronto,735,Atlanta - Toronto,1,America/Toronto,0,~1.34 hours,-,,43.65,-79.38,33.76,-84.42
2021-22,RS,Oct,43,2021-10-26,Dallas Mavericks,Houston Rockets,Home,W,Dallas,1202,Toronto - Dallas,2,America/Chicago,-1,~2.19 hours,West,,32.79,-96.77,43.65,-79.38
2021-22,RS,Oct,43,2021-10-28,Dallas Mavericks,San Antonio Spurs,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Oct,44,2021-10-29,Dallas Mavericks,Denver Nuggets,Away,L,Denver,660,Dallas - Denver,0,America/Denver,-1,~1.2 hours,West,,39.77,-104.87,32.79,-96.77
2021-22,RS,Oct,44,2021-10-31,Dallas Mavericks,Sacramento Kings,Home,W,Dallas,660,Denver - Dallas,1,America/Chicago,1,~1.2 hours,East,,32.79,-96.77,39.77,-104.87
2021-22,RS,Nov,44,2021-11-02,Dallas Mavericks,Miami Heat,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Nov,44,2021-11-03,Dallas Mavericks,San Antonio Spurs,Away,W,San Antonio,252,Dallas - San Antonio,0,America/Chicago,0,~55 minutes,-,,29.46,-98.51,32.79,-96.77
2021-22,RS,Nov,45,2021-11-06,Dallas Mavericks,Boston Celtics,Home,W,Dallas,252,San Antonio - Dallas,2,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.46,-98.51
2021-22,RS,Nov,45,2021-11-08,Dallas Mavericks,New Orleans Pelicans,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Nov,45,2021-11-10,Dallas Mavericks,Chicago Bulls,Away,L,Chicago,800,Dallas - Chicago,1,America/Chicago,0,~1.45 hours,-,,41.84,-87.68,32.79,-96.77
2021-22,RS,Nov,46,2021-11-12,Dallas Mavericks,San Antonio Spurs,Away,W,San Antonio,1048,Chicago - San Antonio,1,America/Chicago,0,~1.91 hours,-,,29.46,-98.51,41.84,-87.68
2021-22,RS,Nov,46,2021-11-15,Dallas Mavericks,Denver Nuggets,Home,W,Dallas,252,San Antonio - Dallas,2,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.46,-98.51
2021-22,RS,Nov,46,2021-11-17,Dallas Mavericks,Phoenix Suns,Away,L,Phoenix,886,Dallas - Phoenix,1,America/Phoenix,-1,~1.61 hours,West,,33.54,-112.07,32.79,-96.77
2021-22,RS,Nov,47,2021-11-19,Dallas Mavericks,Phoenix Suns,Away,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2021-22,RS,Nov,47,2021-11-21,Dallas Mavericks,Los Angeles Clippers,Away,L,Los Angeles,366,Phoenix - Los Angeles,1,America/Los_Angeles,-1,~55 minutes,West,,34.11,-118.41,33.54,-112.07
2021-22,RS,Nov,47,2021-11-23,Dallas Mavericks,Los Angeles Clippers,Away,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2021-22,RS,Nov,48,2021-11-27,Dallas Mavericks,Washington Wizards,Home,L,Dallas,1249,Los Angeles - Dallas,3,America/Chicago,2,~2.27 hours,East,,32.79,-96.77,34.11,-118.41
2021-22,RS,Nov,48,2021-11-29,Dallas Mavericks,Cleveland Cavaliers,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Dec,48,2021-12-01,Dallas Mavericks,New Orleans Pelicans,Away,W,New Orleans,445,Dallas - New Orleans,1,America/Chicago,0,~55 minutes,-,,30.07,-89.93,32.79,-96.77
2021-22,RS,Dec,49,2021-12-03,Dallas Mavericks,New Orleans Pelicans,Home,L,Dallas,445,New Orleans - Dallas,1,America/Chicago,0,~55 minutes,-,,32.79,-96.77,30.07,-89.93
2021-22,RS,Dec,49,2021-12-04,Dallas Mavericks,Memphis Grizzlies,Home,L,Dallas,0,No Travel,0,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Dec,49,2021-12-07,Dallas Mavericks,Brooklyn Nets,Home,L,Dallas,0,No Travel,2,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Dec,49,2021-12-08,Dallas Mavericks,Memphis Grizzlies,Away,W,Memphis,419,Dallas - Memphis,0,America/Chicago,0,~55 minutes,-,,35.11,-90.01,32.79,-96.77
2021-22,RS,Dec,50,2021-12-10,Dallas Mavericks,Indiana Pacers,Away,L,Indianapolis,386,Memphis - Indianapolis,1,America/Indiana/Indianapolis,1,~55 minutes,East,,39.78,-86.15,35.11,-90.01
2021-22,RS,Dec,50,2021-12-12,Dallas Mavericks,Oklahoma City Thunder,Away,W,Oklahoma City,689,Indianapolis - Oklahoma City,1,America/Chicago,-1,~1.25 hours,West,,35.47,-97.51,39.78,-86.15
2021-22,RS,Dec,50,2021-12-13,Dallas Mavericks,Charlotte Hornets,Home,W,Dallas,190,Oklahoma City - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,35.47,-97.51
2021-22,RS,Dec,50,2021-12-15,Dallas Mavericks,Los Angeles Lakers,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Dec,51,2021-12-19,Dallas Mavericks,Minnesota Timberwolves,Away,L,Minneapolis,862,Dallas - Minneapolis,3,America/Chicago,0,~1.57 hours,-,,44.96,-93.27,32.79,-96.77
2021-22,RS,Dec,51,2021-12-21,Dallas Mavericks,Minnesota Timberwolves,Home,W,Dallas,862,Minneapolis - Dallas,1,America/Chicago,0,~1.57 hours,-,,32.79,-96.77,44.96,-93.27
2021-22,RS,Dec,51,2021-12-23,Dallas Mavericks,Milwaukee Bucks,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Dec,52,2021-12-25,Dallas Mavericks,Utah Jazz,Away,L,Salt Lake City,1003,Dallas - Salt Lake City,1,America/Denver,-1,~1.82 hours,West,,40.78,-111.93,32.79,-96.77
2021-22,RS,Dec,52,2021-12-27,Dallas Mavericks,Portland Trail Blazers,Away,W,Portland,632,Salt Lake City - Portland,1,America/Los_Angeles,-1,~1.15 hours,West,,45.54,-122.66,40.78,-111.93
2021-22,RS,Dec,52,2021-12-29,Dallas Mavericks,Sacramento Kings,Away,L,Sacramento,486,Portland - Sacramento,1,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,45.54,-122.66
2021-22,RS,Dec,53,2021-12-31,Dallas Mavericks,Sacramento Kings,Away,W,Sacramento,0,No Travel,1,America/Los_Angeles,0,-,-,,38.57,-121.47,38.57,-121.47
2021-22,RS,Jan,1,2022-01-02,Dallas Mavericks,Oklahoma City Thunder,Away,W,Oklahoma City,1336,Sacramento - Oklahoma City,1,America/Chicago,2,~2.43 hours,East,,35.47,-97.51,38.57,-121.47
2021-22,RS,Jan,1,2022-01-03,Dallas Mavericks,Denver Nuggets,Home,W,Dallas,190,Oklahoma City - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,35.47,-97.51
2021-22,RS,Jan,1,2022-01-05,Dallas Mavericks,Golden State Warriors,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Jan,1,2022-01-07,Dallas Mavericks,Houston Rockets,Away,W,Houston,224,Dallas - Houston,1,America/Chicago,0,~55 minutes,-,,29.77,-95.39,32.79,-96.77
2021-22,RS,Jan,2,2022-01-09,Dallas Mavericks,Chicago Bulls,Home,W,Dallas,224,Houston - Dallas,1,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.77,-95.39
2021-22,RS,Jan,2,2022-01-12,Dallas Mavericks,New York Knicks,Away,L,New York,1372,Dallas - New York,2,America/New_York,1,~2.49 hours,East,,40.67,-73.94,32.79,-96.77
2021-22,RS,Jan,2,2022-01-14,Dallas Mavericks,Memphis Grizzlies,Away,W,Memphis,955,New York - Memphis,1,America/Chicago,-1,~1.74 hours,West,,35.11,-90.01,40.67,-73.94
2021-22,RS,Jan,3,2022-01-15,Dallas Mavericks,Orlando Magic,Home,W,Dallas,419,Memphis - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,35.11,-90.01
2021-22,RS,Jan,3,2022-01-17,Dallas Mavericks,Oklahoma City Thunder,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Jan,3,2022-01-19,Dallas Mavericks,Toronto Raptors,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Jan,3,2022-01-20,Dallas Mavericks,Phoenix Suns,Home,L,Dallas,0,No Travel,0,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Jan,4,2022-01-23,Dallas Mavericks,Memphis Grizzlies,Home,W,Dallas,0,No Travel,2,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Jan,4,2022-01-25,Dallas Mavericks,Golden State Warriors,Away,L,San Francisco,1484,Dallas - San Francisco,1,America/Los_Angeles,-2,~2.7 hours,West,,37.77,-122.45,32.79,-96.77
2021-22,RS,Jan,4,2022-01-26,Dallas Mavericks,Portland Trail Blazers,Away,W,Portland,537,San Francisco - Portland,0,America/Los_Angeles,0,~58.58 minutes,-,,45.54,-122.66,37.77,-122.45
2021-22,RS,Jan,5,2022-01-29,Dallas Mavericks,Indiana Pacers,Home,W,Dallas,1633,Portland - Dallas,2,America/Chicago,2,~2.97 hours,East,,32.79,-96.77,45.54,-122.66
2021-22,RS,Jan,5,2022-01-30,Dallas Mavericks,Orlando Magic,Away,L,Orlando,962,Dallas - Orlando,0,America/New_York,1,~1.75 hours,East,,28.5,-81.37,32.79,-96.77
2021-22,RS,Feb,5,2022-02-02,Dallas Mavericks,Oklahoma City Thunder,Home,L,Dallas,962,Orlando - Dallas,2,America/Chicago,-1,~1.75 hours,West,,32.79,-96.77,28.5,-81.37
2021-22,RS,Feb,5,2022-02-04,Dallas Mavericks,Philadelphia 76ers,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Feb,6,2022-02-06,Dallas Mavericks,Atlanta Hawks,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Feb,6,2022-02-08,Dallas Mavericks,Detroit Pistons,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Feb,6,2022-02-10,Dallas Mavericks,Los Angeles Clippers,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Feb,7,2022-02-12,Dallas Mavericks,Los Angeles Clippers,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Feb,7,2022-02-15,Dallas Mavericks,Miami Heat,Away,W,Miami,1108,Dallas - Miami,2,America/New_York,1,~2.01 hours,East,,25.78,-80.21,32.79,-96.77
2021-22,RS,Feb,7,2022-02-17,Dallas Mavericks,New Orleans Pelicans,Away,W,New Orleans,663,Miami - New Orleans,1,America/Chicago,-1,~1.21 hours,West,,30.07,-89.93,25.78,-80.21
2021-22,RS,Feb,8,2022-02-25,Dallas Mavericks,Utah Jazz,Away,L,Salt Lake City,1437,New Orleans - Salt Lake City,7,America/Denver,-1,~2.61 hours,West,,40.78,-111.93,30.07,-89.93
2021-22,RS,Feb,9,2022-02-27,Dallas Mavericks,Golden State Warriors,Away,W,San Francisco,600,Salt Lake City - San Francisco,1,America/Los_Angeles,-1,~1.09 hours,West,,37.77,-122.45,40.78,-111.93
2021-22,RS,Mar,9,2022-03-01,Dallas Mavericks,Los Angeles Lakers,Away,W,Los Angeles,339,San Francisco - Los Angeles,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,37.77,-122.45
2021-22,RS,Mar,9,2022-03-03,Dallas Mavericks,Golden State Warriors,Home,W,Dallas,1249,Los Angeles - Dallas,1,America/Chicago,2,~2.27 hours,East,,32.79,-96.77,34.11,-118.41
2021-22,RS,Mar,10,2022-03-05,Dallas Mavericks,Sacramento Kings,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Mar,10,2022-03-07,Dallas Mavericks,Utah Jazz,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Mar,10,2022-03-09,Dallas Mavericks,New York Knicks,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Mar,10,2022-03-11,Dallas Mavericks,Houston Rockets,Away,W,Houston,224,Dallas - Houston,1,America/Chicago,0,~55 minutes,-,,29.77,-95.39,32.79,-96.77
2021-22,RS,Mar,11,2022-03-13,Dallas Mavericks,Boston Celtics,Away,W,Boston,1607,Houston - Boston,1,America/New_York,1,~2.92 hours,East,,42.34,-71.02,29.77,-95.39
2021-22,RS,Mar,11,2022-03-16,Dallas Mavericks,Brooklyn Nets,Away,W,New York,190,Boston - New York,2,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.34,-71.02
2021-22,RS,Mar,11,2022-03-18,Dallas Mavericks,Philadelphia 76ers,Away,L,Philadelphia,78,New York - Philadelphia,1,America/New_York,0,~55 minutes,-,,40.01,-75.13,40.67,-73.94
2021-22,RS,Mar,12,2022-03-19,Dallas Mavericks,Charlotte Hornets,Away,L,Charlotte,456,Philadelphia - Charlotte,0,America/New_York,0,~55 minutes,-,,35.2,-80.83,40.01,-75.13
2021-22,RS,Mar,12,2022-03-21,Dallas Mavericks,Minnesota Timberwolves,Home,W,Dallas,928,Charlotte - Dallas,1,America/Chicago,-1,~1.69 hours,West,,32.79,-96.77,35.2,-80.83
2021-22,RS,Mar,12,2022-03-23,Dallas Mavericks,Houston Rockets,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Mar,12,2022-03-25,Dallas Mavericks,Minnesota Timberwolves,Away,L,Minneapolis,862,Dallas - Minneapolis,1,America/Chicago,0,~1.57 hours,-,,44.96,-93.27,32.79,-96.77
2021-22,RS,Mar,13,2022-03-27,Dallas Mavericks,Utah Jazz,Home,W,Dallas,862,Minneapolis - Dallas,1,America/Chicago,0,~1.57 hours,-,,32.79,-96.77,44.96,-93.27
2021-22,RS,Mar,13,2022-03-29,Dallas Mavericks,Los Angeles Lakers,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,RS,Mar,13,2022-03-30,Dallas Mavericks,Cleveland Cavaliers,Away,W,Cleveland,1023,Dallas - Cleveland,0,America/New_York,1,~1.86 hours,East,,41.48,-81.68,32.79,-96.77
2021-22,RS,Apr,13,2022-04-01,Dallas Mavericks,Washington Wizards,Away,L,Washington,303,Cleveland - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,41.48,-81.68
2021-22,RS,Apr,14,2022-04-03,Dallas Mavericks,Milwaukee Bucks,Away,W,Milwaukee,639,Washington - Milwaukee,1,America/Chicago,-1,~1.16 hours,West,,43.06,-87.97,38.91,-77.02
2021-22,RS,Apr,14,2022-04-06,Dallas Mavericks,Detroit Pistons,Away,W,Detroit,252,Milwaukee - Detroit,2,America/Detroit,1,~55 minutes,East,,42.38,-83.1,43.06,-87.97
2021-22,RS,Apr,14,2022-04-08,Dallas Mavericks,Portland Trail Blazers,Home,W,Dallas,998,Detroit - Dallas,1,America/Chicago,-1,~1.81 hours,West,,32.79,-96.77,42.38,-83.1
2021-22,RS,Apr,15,2022-04-10,Dallas Mavericks,San Antonio Spurs,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,PO,Apr,16,2022-04-16,Dallas Mavericks,Utah Jazz,Home,L,Dallas,0,No Travel,5,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,PO,Apr,16,2022-04-18,Dallas Mavericks,Utah Jazz,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,PO,Apr,16,2022-04-21,Dallas Mavericks,Utah Jazz,Away,W,Salt Lake City,1003,Dallas - Salt Lake City,2,America/Denver,-1,~1.82 hours,West,,40.78,-111.93,32.79,-96.77
2021-22,PO,Apr,17,2022-04-23,Dallas Mavericks,Utah Jazz,Away,L,Salt Lake City,0,No Travel,1,America/Denver,0,-,-,,40.78,-111.93,40.78,-111.93
2021-22,PO,Apr,17,2022-04-25,Dallas Mavericks,Utah Jazz,Home,W,Dallas,1003,Salt Lake City - Dallas,1,America/Chicago,1,~1.82 hours,East,,32.79,-96.77,40.78,-111.93
2021-22,PO,Apr,17,2022-04-28,Dallas Mavericks,Utah Jazz,Away,W,Salt Lake City,1003,Dallas - Salt Lake City,2,America/Denver,-1,~1.82 hours,West,,40.78,-111.93,32.79,-96.77
2021-22,PO,May,18,2022-05-02,Dallas Mavericks,Phoenix Suns,Away,L,Phoenix,501,Salt Lake City - Phoenix,3,America/Phoenix,0,~55 minutes,-,,33.54,-112.07,40.78,-111.93
2021-22,PO,May,18,2022-05-04,Dallas Mavericks,Phoenix Suns,Away,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2021-22,PO,May,18,2022-05-06,Dallas Mavericks,Phoenix Suns,Home,W,Dallas,886,Phoenix - Dallas,1,America/Chicago,1,~1.61 hours,East,,32.79,-96.77,33.54,-112.07
2021-22,PO,May,19,2022-05-08,Dallas Mavericks,Phoenix Suns,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,PO,May,19,2022-05-10,Dallas Mavericks,Phoenix Suns,Away,L,Phoenix,886,Dallas - Phoenix,1,America/Phoenix,-1,~1.61 hours,West,,33.54,-112.07,32.79,-96.77
2021-22,PO,May,19,2022-05-12,Dallas Mavericks,Phoenix Suns,Home,W,Dallas,886,Phoenix - Dallas,1,America/Chicago,1,~1.61 hours,East,,32.79,-96.77,33.54,-112.07
2021-22,PO,May,20,2022-05-15,Dallas Mavericks,Phoenix Suns,Away,W,Phoenix,886,Dallas - Phoenix,2,America/Phoenix,-1,~1.61 hours,West,,33.54,-112.07,32.79,-96.77
2021-22,PO,May,20,2022-05-18,Dallas Mavericks,Golden State Warriors,Away,L,San Francisco,652,Phoenix - San Francisco,2,America/Los_Angeles,-1,~1.19 hours,West,,37.77,-122.45,33.54,-112.07
